u,i,t,pct_rank
19,382,1709727451.0,0.7096774193548387
19,377,1712316063.0,0.7419354838709677
19,383,1713525087.0,0.7741935483870968
20,393,1674571039.0,0.034482758620689655
20,394,1674571042.0,0.06896551724137931
20,395,1674571045.0,0.10344827586206896
20,396,1674571071.0,0.13793103448275862
20,397,1674571075.0,0.1724137931034483
20,398,1674571094.0,0.20689655172413793
20,399,1674571098.0,0.2413793103448276
20,400,1674571118.0,0.27586206896551724
20,401,1674571122.0,0.3103448275862069
20,393,1688376652.0,0.3448275862068966
20,398,1688376679.0,0.3793103448275862
20,401,1688376684.0,0.41379310344827586
20,400,1688376691.0,0.4482758620689655
20,397,1688376703.0,0.4827586206896552
20,396,1688376737.0,0.5172413793103449
20,395,1688376748.0,0.5517241379310345
20,394,1688376754.0,0.5862068965517241
20,399,1688376771.0,0.6206896551724138
20,401,1706694079.0,0.6551724137931034
20,400,1706694107.0,0.6896551724137931
20,398,1706694120.0,0.7241379310344828
20,397,1706694125.0,0.7586206896551724
20,396,1706694132.0,0.7931034482758621
21,403,1674127445.0,0.25
21,404,1674127450.0,0.5
21,405,1674127456.0,0.75
22,409,1695124709.0,0.25
22,410,1705587886.0,0.5
22,296,1720717107.0,0.75
23,414,1673019767.0,0.009708737864077669
23,182,1673621447.0,0.019417475728155338
23,74,1674155474.0,0.02912621359223301
23,415,1674155481.0,0.038834951456310676
23,416,1674155630.0,0.04854368932038835
23,417,1674743031.0,0.05825242718446602
23,163,1674743034.0,0.06796116504854369
23,418,1675365028.0,0.07766990291262135
23,419,1675365041.0,0.08737864077669903
23,420,1675365048.0,0.0970873786407767
23,421,1675365055.0,0.10679611650485436
23,422,1676285759.0,0.11650485436893204
23,423,1676285768.0,0.1262135922330097
23,424,1676285773.0,0.13592233009708737
23,425,1677084192.0,0.14563106796116504
23,426,1677241025.0,0.1553398058252427
23,427,1677781361.0,0.1650485436893204
23,428,1678717155.0,0.17475728155339806
23,244,1678725068.0,0.18446601941747573
23,429,1679307297.0,0.1941747572815534
23,430,1679741016.0,0.20388349514563106
23,431,1679741021.0,0.21359223300970873
23,432,1679741068.0,0.22330097087378642
23,433,1680527319.0,0.23300970873786409
23,434,1680527324.0,0.24271844660194175
23,435,1680801147.0,0.2524271844660194
23,436,1682017704.0,0.2621359223300971
23,437,1682691829.0,0.27184466019417475
23,438,1683554980.0,0.2815533980582524
23,439,1683816663.0,0.2912621359223301
23,440,1683816669.0,0.30097087378640774
23,441,1683816671.0,0.3106796116504854
23,442,1683816675.0,0.32038834951456313
23,443,1684856851.0,0.3300970873786408
23,444,1684856859.0,0.33980582524271846
23,445,1684856864.0,0.34951456310679613
23,227,1685646364.0,0.3592233009708738
23,434,1685646379.0,0.36893203883495146
23,446,1685646388.0,0.3786407766990291
23,447,1685646660.0,0.3883495145631068
23,215,1685646669.0,0.39805825242718446
23,448,1686251685.0,0.4077669902912621
23,384,1686251692.0,0.4174757281553398
23,201,1686251702.0,0.42718446601941745
23,449,1687187005.0,0.4368932038834951
23,450,1687602862.0,0.44660194174757284
23,451,1688567935.0,0.4563106796116505
23,248,1688567938.0,0.46601941747572817
23,452,1689340109.0,0.47572815533980584
23,453,1689340112.0,0.4854368932038835
23,382,1690465051.0,0.49514563106796117
23,454,1692615074.0,0.5048543689320388
23,455,1692615078.0,0.5145631067961165
23,456,1692615083.0,0.5242718446601942
23,457,1692966320.0,0.5339805825242718
23,458,1692966327.0,0.5436893203883495
23,160,1692966332.0,0.5533980582524272
23,459,1692966340.0,0.5631067961165048
23,460,1692966347.0,0.5728155339805825
23,461,1692966355.0,0.5825242718446602
23,462,1693502555.0,0.5922330097087378
23,463,1694170412.0,0.6019417475728155
23,464,1694170417.0,0.6116504854368932
23,465,1694170431.0,0.6213592233009708
23,466,1694534678.0,0.6310679611650486
23,467,1694534684.0,0.6407766990291263
23,468,1694534690.0,0.6504854368932039
23,469,1695317794.0,0.6601941747572816
23,470,1695317799.0,0.6699029126213593
23,471,1695911236.0,0.6796116504854369
23,472,1695911247.0,0.6893203883495146
23,473,1695911253.0,0.6990291262135923
23,474,1697138864.0,0.7087378640776699
23,475,1697727667.0,0.7184466019417476
23,476,1697727671.0,0.7281553398058253
23,477,1697727676.0,0.7378640776699029
23,478,1698069859.0,0.7475728155339806
23,479,1698934628.0,0.7572815533980582
23,480,1699552714.0,0.7669902912621359
23,481,1700162295.0,0.7766990291262136
23,482,1701101951.0,0.7864077669902912
23,483,1701101956.0,0.7961165048543689
24,525,1677173855.0,0.014925373134328358
24,526,1677173857.0,0.029850746268656716
24,527,1679334579.0,0.04477611940298507
24,525,1688046155.0,0.05970149253731343
24,528,1689947068.0,0.07462686567164178
24,529,1689947071.0,0.08955223880597014
24,530,1689947074.0,0.1044776119402985
24,531,1689947077.0,0.11940298507462686
24,532,1689947081.0,0.13432835820895522
24,533,1689947084.0,0.14925373134328357
24,534,1689947088.0,0.16417910447761194
24,535,1689947091.0,0.1791044776119403
24,536,1689947094.0,0.19402985074626866
24,537,1689947098.0,0.208955223880597
24,538,1689947101.0,0.22388059701492538
24,526,1689947126.0,0.23880597014925373
24,527,1692719823.0,0.2537313432835821
24,526,1695924024.0,0.26865671641791045
24,525,1695924028.0,0.2835820895522388
24,537,1695924031.0,0.29850746268656714
24,536,1695924036.0,0.31343283582089554
24,533,1695924041.0,0.3283582089552239
24,532,1695924046.0,0.34328358208955223
24,534,1695924050.0,0.3582089552238806
24,535,1695924053.0,0.373134328358209
24,531,1695924058.0,0.3880597014925373
24,538,1695924061.0,0.40298507462686567
24,530,1695924064.0,0.417910447761194
24,529,1695924068.0,0.43283582089552236
24,528,1695924074.0,0.44776119402985076
24,527,1695925491.0,0.4626865671641791
24,528,1699547446.0,0.47761194029850745
24,526,1699547450.0,0.4925373134328358
24,529,1699547453.0,0.5074626865671642
24,525,1699547456.0,0.5223880597014925
24,536,1699547460.0,0.5373134328358209
24,534,1699547480.0,0.5522388059701493
24,532,1699547484.0,0.5671641791044776
24,530,1699547487.0,0.582089552238806
24,537,1699547491.0,0.5970149253731343
24,531,1699547495.0,0.6119402985074627
24,538,1699547498.0,0.6268656716417911
24,533,1699547502.0,0.6417910447761194
24,535,1699547505.0,0.6567164179104478
24,530,1709056399.0,0.6716417910447762
24,535,1709056405.0,0.6865671641791045
24,537,1709056411.0,0.7014925373134329
24,536,1709056416.0,0.7164179104477612
24,525,1709056421.0,0.7313432835820896
24,526,1709056426.0,0.746268656716418
24,538,1709056432.0,0.7611940298507462
24,529,1709056437.0,0.7761194029850746
24,533,1709056442.0,0.7910447761194029
25,539,1681221952.0,0.07142857142857142
25,540,1681221956.0,0.14285714285714285
25,541,1681221959.0,0.21428571428571427
25,542,1682603900.0,0.2857142857142857
25,543,1692900853.0,0.35714285714285715
25,544,1692900878.0,0.42857142857142855
25,545,1692900884.0,0.5
25,546,1701095738.0,0.5714285714285714
25,545,1702478204.0,0.6428571428571429
25,543,1702478213.0,0.7142857142857143
25,51,1704300084.0,0.7857142857142857
26,552,1673858977.0,0.14285714285714285
26,553,1673858982.0,0.2857142857142857
26,554,1674484479.0,0.42857142857142855
26,555,1678795861.0,0.5714285714285714
26,556,1694686422.0,0.7142857142857143
27,561,1673354406.0,0.038461538461538464
27,562,1673439734.0,0.07692307692307693
27,563,1673439737.0,0.11538461538461539
27,564,1673606977.0,0.15384615384615385
27,565,1673606981.0,0.19230769230769232
27,566,1673607023.0,0.23076923076923078
27,567,1674045119.0,0.2692307692307692
27,568,1677674281.0,0.3076923076923077
27,569,1678192899.0,0.34615384615384615
27,570,1678192960.0,0.38461538461538464
27,571,1678279652.0,0.4230769230769231
27,562,1682069669.0,0.46153846153846156
27,566,1688486469.0,0.5
27,565,1688486477.0,0.5384615384615384
27,564,1688486514.0,0.5769230769230769
27,562,1688486522.0,0.6153846153846154
27,571,1688486562.0,0.6538461538461539
27,572,1693496388.0,0.6923076923076923
27,565,1706547711.0,0.7307692307692307
27,564,1706547717.0,0.7692307692307693
28,577,1675261565.0,0.1
28,578,1675261577.0,0.2
28,577,1678881037.0,0.3
28,579,1684765450.0,0.4
28,580,1684765452.0,0.5
28,581,1685001678.0,0.6
28,578,1685001682.0,0.7
29,587,1673542153.0,0.06666666666666667
29,588,1676652496.0,0.13333333333333333
29,589,1678984404.0,0.2
29,590,1681215397.0,0.26666666666666666
29,591,1690465968.0,0.3333333333333333
29,592,1692809267.0,0.4
29,593,1693320770.0,0.4666666666666667
29,83,1693320779.0,0.5333333333333333
29,594,1698166786.0,0.6
29,595,1698233773.0,0.6666666666666666
29,596,1700496593.0,0.7333333333333333
30,604,1673444534.0,0.022727272727272728
30,604,1673444537.0,0.045454545454545456
30,605,1673546129.0,0.06818181818181818
30,606,1674466550.0,0.09090909090909091
30,607,1674466555.0,0.11363636363636363
30,608,1674466565.0,0.13636363636363635
30,608,1674466569.0,0.1590909090909091
30,609,1675432922.0,0.18181818181818182
30,610,1675775815.0,0.20454545454545456
30,611,1677864388.0,0.22727272727272727
30,612,1679395081.0,0.25
30,613,1679395087.0,0.2727272727272727
30,613,1679395093.0,0.29545454545454547
30,613,1680090773.0,0.3181818181818182
30,613,1680090783.0,0.3409090909090909
30,614,1680090790.0,0.36363636363636365
30,615,1680261164.0,0.38636363636363635
30,616,1680279614.0,0.4090909090909091
30,617,1680279667.0,0.4318181818181818
30,618,1682443598.0,0.45454545454545453
30,619,1682443606.0,0.4772727272727273
30,613,1687800229.0,0.5
30,604,1691669109.0,0.5227272727272727
30,604,1691669121.0,0.5454545454545454
30,620,1692009730.0,0.5681818181818182
30,610,1692286736.0,0.5909090909090909
30,621,1692368478.0,0.6136363636363636
30,622,1693302007.0,0.6363636363636364
30,623,1693473589.0,0.6590909090909091
30,623,1693473594.0,0.6818181818181818
30,623,1693473607.0,0.7045454545454546
30,623,1693473613.0,0.7272727272727273
30,608,1693829395.0,0.75
30,608,1693829405.0,0.7727272727272727
30,624,1693829437.0,0.7954545454545454
31,169,1685029118.0,0.3333333333333333
31,634,1699277620.0,0.6666666666666666
32,636,1675246313.0,0.07692307692307693
32,637,1675246316.0,0.15384615384615385
32,638,1675246322.0,0.23076923076923078
32,638,1688381298.0,0.3076923076923077
32,639,1693326781.0,0.38461538461538464
32,640,1695218461.0,0.46153846153846156
32,641,1695218465.0,0.5384615384615384
32,638,1705481594.0,0.6153846153846154
32,642,1708333002.0,0.6923076923076923
32,642,1708333003.0,0.7692307692307693
33,648,1676479098.0,0.3333333333333333
33,649,1708945840.0,0.6666666666666666
34,653,1675353056.0,0.09090909090909091
34,654,1694098727.0,0.18181818181818182
34,466,1699538643.0,0.2727272727272727
34,655,1709729710.0,0.36363636363636365
34,656,1710432332.0,0.45454545454545453
34,657,1710760529.0,0.5454545454545454
34,658,1715938054.0,0.6363636363636364
34,659,1717672994.0,0.7272727272727273
35,665,1673545724.0,0.3333333333333333
35,666,1695396882.0,0.6666666666666666
36,669,1717176411.0,0.25
36,669,1717176419.0,0.5
36,669,1717176429.0,0.75
37,670,1721060830.0,0.3333333333333333
37,671,1721216276.0,0.6666666666666666
38,675,1672748972.0,0.025
38,356,1675683482.0,0.05
38,676,1675683511.0,0.075
38,677,1675683518.0,0.1
38,678,1675683527.0,0.125
38,679,1675683536.0,0.15
38,680,1675683576.0,0.175
38,681,1675683594.0,0.2
38,682,1675861007.0,0.225
38,680,1685456554.0,0.25
38,681,1685456559.0,0.275
38,682,1685456563.0,0.3
38,683,1687350662.0,0.325
38,684,1687350671.0,0.35
38,685,1688039762.0,0.375
38,686,1688039769.0,0.4
38,687,1688039809.0,0.425
38,688,1692706002.0,0.45
38,689,1695125993.0,0.475
38,690,1696854205.0,0.5
38,691,1699967287.0,0.525
38,692,1701418125.0,0.55
38,693,1705392299.0,0.575
38,692,1706602073.0,0.6
38,694,1707415449.0,0.625
38,695,1707415459.0,0.65
38,696,1707415471.0,0.675
38,697,1707415484.0,0.7
38,698,1707415792.0,0.725
38,699,1707415801.0,0.75
38,700,1708682981.0,0.775
39,718,1678982751.0,0.08333333333333333
39,719,1678982757.0,0.16666666666666666
39,720,1678982762.0,0.25
39,721,1678982765.0,0.3333333333333333
39,720,1689609566.0,0.4166666666666667
39,718,1689609569.0,0.5
39,719,1689609579.0,0.5833333333333334
39,721,1689609584.0,0.6666666666666666
39,719,1700482648.0,0.75
40,722,1673962466.0,0.0625
40,723,1675769472.0,0.125
40,724,1675769479.0,0.1875
40,725,1675769486.0,0.25
40,726,1675769508.0,0.3125
40,584,1678101152.0,0.375
40,727,1678101156.0,0.4375
40,728,1681733271.0,0.5
40,729,1681735031.0,0.5625
40,730,1683548118.0,0.625
40,730,1692867901.0,0.6875
40,730,1692867965.0,0.75
41,735,1672932003.0,0.008264462809917356
41,611,1673363160.0,0.01652892561983471
41,736,1673363166.0,0.024793388429752067
41,737,1673363188.0,0.03305785123966942
41,738,1675266457.0,0.04132231404958678
41,739,1675422872.0,0.049586776859504134
41,740,1675422878.0,0.05785123966942149
41,741,1675422883.0,0.06611570247933884
41,742,1675422888.0,0.0743801652892562
41,743,1675700868.0,0.08264462809917356
41,744,1675700912.0,0.09090909090909091
41,163,1676300656.0,0.09917355371900827
41,745,1676647086.0,0.10743801652892562
41,746,1677075637.0,0.11570247933884298
41,747,1677595838.0,0.12396694214876033
41,748,1678449496.0,0.1322314049586777
41,749,1678808399.0,0.14049586776859505
41,687,1678808411.0,0.1487603305785124
41,323,1679412107.0,0.15702479338842976
41,289,1680103159.0,0.1652892561983471
41,750,1680272441.0,0.17355371900826447
41,751,1681744441.0,0.18181818181818182
41,752,1682090421.0,0.19008264462809918
41,753,1684164423.0,0.19834710743801653
41,754,1684164456.0,0.2066115702479339
41,755,1684164473.0,0.21487603305785125
41,756,1685116650.0,0.2231404958677686
41,757,1685460773.0,0.23140495867768596
41,758,1686581516.0,0.2396694214876033
41,759,1687879187.0,0.24793388429752067
41,760,1687879194.0,0.256198347107438
41,761,1688136339.0,0.2644628099173554
41,762,1689002352.0,0.2727272727272727
41,655,1689868378.0,0.2809917355371901
41,435,1690555924.0,0.2892561983471074
41,763,1690556039.0,0.2975206611570248
41,764,1692631321.0,0.30578512396694213
41,765,1692803833.0,0.3140495867768595
41,766,1692976591.0,0.32231404958677684
